Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI,Upper_Band,Lower_Band
2020-11-03,150.92649841308594,153.7449951171875,149.0489959716797,152.42050170898438,152.42050170898438,97958000,160.54290954589842,131.6515619659424,28.669407035632375,172.98825392684748,149.41514725723457
2020-11-04,157.99949645996094,162.24249267578125,156.9864959716797,162.05799865722656,162.05799865722656,136780000,160.43757965087892,131.98998695373535,44.62432449623919,173.08822418464644,149.5425268529512
2020-11-05,165.99850463867188,168.33999633789062,164.44400024414062,166.10000610351562,166.10000610351562,115786000,160.31772979736328,132.34934200286864,52.673961285058965,173.57261429175895,149.7153877224012
2020-11-06,165.23199462890625,166.10000610351562,161.60000610351562,165.56849670410156,165.56849670410156,92946000,160.2290997314453,132.71177448272704,56.00830044688485,173.70565460634083,149.70594665098338
2020-11-09,161.55149841308594,164.4499969482422,155.60549926757812,157.18699645996094,157.18699645996094,143808000,159.97103973388673,133.0406244659424,46.42456441639585,172.04793877389272,149.8677121660487
2020-11-10,154.75100708007812,155.6999969482422,150.9739990234375,151.75100708007812,151.75100708007812,131820000,159.55509979248046,133.33606700897218,43.19338438256944,170.42067212932207,149.45192918903732
2020-11-11,153.08900451660156,156.95750427246094,152.5,156.8695068359375,156.8695068359375,87338000,159.19337005615233,133.65591453552247,48.36793206364641,169.18008857078098,149.56091332130887
2020-11-12,157.99749755859375,158.79400634765625,154.30250549316406,155.51400756835938,155.51400756835938,87240000,158.7722003173828,133.9658145904541,46.059357766749635,168.0703880010696,149.52876513613745
2020-11-13,156.10000610351562,157.08599853515625,154.26950073242188,156.4405059814453,156.4405059814453,75124000,158.53301055908204,134.24583713531493,46.76764966378231,167.4759348708146,149.40371905984946
2020-11-16,154.66000366210938,157.13499450683594,153.63450622558594,156.55299377441406,156.55299377441406,76174000,158.36945037841798,134.52755210876464,43.1482559321792,167.27560876560176,149.22329412746467
2020-11-17,159.177001953125,159.46249389648438,156.76300048828125,156.7830047607422,156.7830047607422,68894000,158.3552703857422,134.79904964447022,48.662877598990576,167.0085427759328,149.08361115473124
2020-11-18,156.6999969482422,157.0,155.2550048828125,155.2729949951172,155.2729949951172,58336000,158.19212036132814,135.0654471206665,44.701774423872145,166.87372053115513,148.82103349716516
2020-11-19,155.2655029296875,156.25,154.04600524902344,155.8509979248047,155.8509979248047,60206000,158.13403045654297,135.33214462280273,54.855367774480946,166.7555256040198,148.6423274843591
2020-11-20,155.8509979248047,156.64450073242188,154.90249633789062,154.97000122070312,154.97000122070312,67488000,158.1172103881836,135.58717464447022,55.79671304524148,166.48969029899172,148.3831627893872
2020-11-23,155.8350067138672,156.9875030517578,153.2729949951172,154.91949462890625,154.91949462890625,94178000,158.1126303100586,135.82829460144043,53.221097565580784,166.17562804477518,148.15397400600608
2020-11-24,155.02499389648438,156.71249389648438,154.31300354003906,155.9029998779297,155.9029998779297,72042000,158.07456024169923,136.07010959625245,39.78831022855002,165.1117617122787,148.3764905460221
2020-11-25,157.093505859375,159.89999389648438,157.01300048828125,159.2534942626953,159.2534942626953,75808000,158.18153015136718,136.32637706756591,38.374268878569715,165.22126958565389,148.3784313420805
2020-11-27,160.56300354003906,160.8094940185547,159.50250244140625,159.76699829101562,159.76699829101562,47858000,158.36814025878905,136.5877445602417,40.14272817919683,165.11565812787592,148.40569196978032
2020-11-30,160.4239959716797,161.41949462890625,156.27749633789062,158.40199279785156,158.40199279785156,81278000,158.58127014160155,136.84603702545166,52.71071294344493,165.13714282709617,149.04365703862646
2020-12-01,159.4250030517578,162.44749450683594,157.85899353027344,161.00399780273438,161.00399780273438,90740000,158.84088012695312,137.1121395111084,73.63226812159002,165.16767004031234,150.09112970334
2020-12-02,161.08250427246094,161.60000610351562,158.66299438476562,160.17649841308594,160.17649841308594,62586000,158.9154202270508,137.37046699523927,60.81704158077831,165.21761669855988,150.8167827155026
2020-12-03,160.2729949951172,161.4320068359375,159.0655059814453,159.3365020751953,159.3365020751953,57840000,159.10229034423827,137.62887451171875,62.93960440123512,164.8594476812059,150.9028020746535
2020-12-04,159.91050720214844,159.91050720214844,157.93800354003906,158.12899780273438,158.12899780273438,58272000,159.24508026123047,137.89552700042725,55.60903755713861,163.29807610965923,151.66707281612202
2020-12-07,157.82400512695312,159.03799438476562,157.08450317382812,157.89999389648438,157.89999389648438,55026000,159.30795013427735,138.18270446777345,54.44025620364307,161.51197956109127,152.68631908392825
2020-12-08,157.94500732421875,159.2064971923828,156.00100708007812,158.864501953125,158.864501953125,65726000,159.31119018554688,138.4838419723511,56.54454230470673,161.66609538334598,152.69995381098994
2020-12-09,158.39450073242188,158.72149658203125,154.39999389648438,155.2100067138672,155.2100067138672,82016000,159.27051025390625,138.76499450683593,49.82548848849695,161.17429299599146,153.5376561617234
2020-12-10,154.44949340820312,157.10499572753906,153.8000030517578,155.07449340820312,155.07449340820312,60604000,159.22327026367188,139.0692919921875,47.794589900072026,161.2148490005307,153.3175988144107
2020-12-11,154.83299255371094,155.93350219726562,153.64100646972656,155.8209991455078,155.8209991455078,61294000,159.11843017578124,139.37745948791505,52.43559140094872,161.20381749812734,153.3593294745289
2020-12-14,157.14999389648438,159.52349853515625,156.3000030517578,157.84849548339844,157.84849548339844,83116000,159.1504000854492,139.67821445465088,57.53071250179485,161.26117600847587,153.4427699143757
2020-12-15,159.05050659179688,159.4250030517578,156.52450561523438,158.25599670410156,158.25599670410156,66390000,159.11631988525392,139.9922469329834,56.23441457001194,161.34723834208984,153.5270078737305
2020-12-16,158.80050659179688,162.35000610351562,158.1840057373047,162.04800415039062,162.04800415039062,88552000,159.25731994628907,140.30852947235107,57.23495990651569,162.1029822961898,153.29776385859537
2020-12-17,162.5,163.17550659179688,161.0500030517578,161.8040008544922,161.8040008544922,69486000,159.2977099609375,140.6365419769287,55.348416072050995,162.63547360216998,153.41837313855265
2020-12-18,162.19949340820312,162.4709930419922,158.5800018310547,160.08250427246094,160.08250427246094,119914000,159.3088101196289,140.96168201446534,54.33131870552035,162.81485603916826,153.66214133632002
2020-12-21,160.00050354003906,161.34849548339844,158.3000030517578,160.3090057373047,160.3090057373047,76736000,159.22834014892578,141.31307453155517,47.95879130974906,162.8982216065204,154.11267622062803
2020-12-22,160.14199829101562,161.10000610351562,159.00399780273438,160.3260040283203,160.3260040283203,47388000,158.99193023681642,141.64174953460693,50.46105197775206,162.89637685038716,154.6551719167027
2020-12-23,160.25,160.50650024414062,159.20849609375,159.2635040283203,159.2635040283203,41876000,158.73357025146484,141.98285205841066,49.777932919402275,162.83907013001925,155.04852905210964
2020-12-24,159.69500732421875,160.10000610351562,158.4499969482422,158.63450622558594,158.63450622558594,29038000,158.5425503540039,142.3568721008301,51.593906695187535,162.80759628598366,155.01810409243433
2020-12-28,159.6999969482422,165.1999969482422,158.63450622558594,164.197998046875,164.197998046875,113736000,158.48786041259766,142.73161209106445,64.85937905014256,163.68295703218308,154.58584332182085
2020-12-29,165.4969940185547,167.53250122070312,164.06100463867188,166.10000610351562,166.10000610351562,97458000,158.53715057373046,143.1398246383667,66.34808450781918,165.01177952479384,154.0268221597765
2020-12-30,167.0500030517578,167.10499572753906,164.12350463867188,164.29249572753906,164.29249572753906,64186000,158.61579040527343,143.5093271255493,72.38992925259322,165.547676863614,153.8197746134368
2020-12-31,163.75,164.14599609375,162.05999755859375,162.84649658203125,162.84649658203125,59144000,158.65571044921876,143.86605960845947,67.996565662276,165.84762204271402,153.78682925123127
2021-01-04,163.5,163.60000610351562,157.2010040283203,159.3314971923828,159.3314971923828,88228000,158.65740051269532,144.19248458862305,57.20500878140197,165.84745620766805,153.78649459799604
2021-01-05,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,160.92550659179688,53110000,158.69951049804686,144.53558963775635,56.429722468620604,165.95206860683717,153.96153307773315
2021-01-06,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,156.91900634765625,87896000,158.63349060058593,144.84447715759276,47.57149485230412,165.989302387221,153.82620054246652
2021-01-07,157.85000610351562,160.427001953125,157.75,158.10800170898438,158.10800170898438,70290000,158.58861053466796,145.1499921798706,42.0959704178962,165.9880979667415,153.75175493853195
2021-01-08,159.0,159.53199768066406,157.11000061035156,159.13499450683594,159.13499450683594,70754000,158.48498046875,145.47420715332032,44.80879474148441,165.7943537328897,154.33799795168062
2021-01-11,157.40049743652344,157.81900024414062,155.5,155.7104949951172,155.7104949951172,73668000,158.43641021728516,145.7638871383667,42.024792606307706,165.71546630462097,154.48048553864072
2021-01-12,156.0,157.10699462890625,154.3000030517578,156.04150390625,156.04150390625,70292000,158.3462301635742,146.06906967163087,42.24499789539766,165.6919063685653,154.52609595077064
2021-01-13,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,158.29449462890625,66424000,158.4759701538086,146.36955463409424,46.58575627689797,165.67964458695164,154.58295764693506
2021-01-14,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,156.37350463867188,61418000,158.5989602661133,146.66399215698243,45.27916625747574,165.77993628307468,154.29441674426909
2021-01-15,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,155.21249389648438,84880000,158.6548001098633,146.96312961578369,44.50561700305313,165.7399644731525,153.65083752880065
2021-01-19,155.35000610351562,157.25,154.8000030517578,156.03799438476562,156.03799438476562,66102000,158.53440002441405,147.26361209869384,34.54721246824339,165.57693628456641,153.23726507041405
2021-01-20,159.09950256347656,163.99000549316406,158.75,163.16900634765625,163.16900634765625,106196000,158.47578002929689,147.60280963897705,45.367036558940605,165.95281931580314,153.17003224669685
2021-01-21,164.64999389648438,167.42750549316406,164.47850036621094,165.34950256347656,165.34950256347656,98722000,158.47140014648437,147.93015964508058,51.6513149112268,166.70676859796484,152.92013264715237
2021-01-22,165.2154998779297,166.0955047607422,164.1580047607422,164.6114959716797,164.6114959716797,56438000,158.61989013671874,148.2503171157837,52.819756996432616,167.24685130025827,152.80859913919485
2021-01-25,166.4250030517578,168.1945037841797,162.15750122070312,164.6999969482422,164.6999969482422,74996000,158.87886993408202,148.5630670928955,59.631145970319544,167.80138511912546,152.79771461231988
2021-01-26,164.8179931640625,166.89999389648438,164.14349365234375,166.30650329589844,166.30650329589844,59104000,159.06760986328126,148.8839096069336,59.64923897619546,168.59964043619084,152.76665900228573
2021-01-27,167.07449340820312,167.3260040283203,160.35400390625,161.62899780273438,161.62899780273438,93204000,159.18990966796875,149.14983711242675,58.24751137702024,168.3128451956621,152.79655421840042
2021-01-28,161.7519989013672,165.08399963378906,161.4344940185547,161.88099670410156,161.88099670410156,62984000,159.2987194824219,149.3884120941162,56.830923543669876,167.68527554382084,153.00222293030023
2021-01-29,161.5,161.84950256347656,159.2274932861328,160.30999755859375,160.30999755859375,85872000,159.37385955810547,149.61304206848143,52.08622202137995,167.24734532215558,153.04190333507097
2021-02-01,162.1179962158203,167.51300048828125,161.75149536132812,167.1439971923828,167.1439971923828,83204000,159.58107940673827,149.846714553833,68.1078740225983,168.04268328549327,152.67631543276846
2021-02-02,169.0,171.38699340820312,168.05650329589844,169.0,169.0,141972000,159.85561950683595,150.097964553833,69.57741725481662,169.4186087651422,152.26724023388124
2021-02-03,171.25050354003906,171.6999969482422,165.43099975585938,165.62649536132812,165.62649536132812,141776000,160.0511294555664,150.32769454956053,60.71427615812114,169.91684715243977,152.23910072353678
2021-02-04,166.5,167.35000610351562,163.8874969482422,166.5500030517578,166.5500030517578,73414000,160.2827294921875,150.57841457366942,65.3174926539186,170.4932595381315,152.6257880082552
2021-02-05,165.9499969482422,168.85000610351562,165.135498046875,167.6074981689453,167.6074981689453,72416000,160.5364895629883,150.82557956695555,68.71506989821802,171.20261535157397,152.86638184080886
2021-02-08,167.9250030517578,168.25,165.1999969482422,166.14700317382812,166.14700317382812,65148000,160.74136962890626,151.05645206451416,64.97629577519552,171.62238491084145,153.14781314824057
2021-02-09,165.62449645996094,166.89999389648438,164.89199829101562,165.25,165.25,44070000,160.86129974365235,151.28014705657958,53.78142173471821,171.62098072941419,154.10316783015614
2021-02-10,165.6999969482422,165.8975067138672,162.6999969482422,164.32899475097656,164.32899475097656,63032000,160.95253967285157,151.5077920150757,48.05665908081834,171.4406859912964,155.11221165274657
2021-02-11,164.60000610351562,164.60000610351562,162.4029998779297,163.10650634765625,163.10650634765625,46028000,161.04662994384765,151.7448045349121,47.18598983508692,171.33957276803625,155.6945260478817
2021-02-12,162.5,164.0124969482422,161.66549682617188,163.885498046875,163.885498046875,46706000,161.10425994873046,151.9710545349121,48.51539506861629,170.9554561980333,156.829841958705
2021-02-16,162.70249938964844,165.4149932861328,162.67950439453125,163.44749450683594,163.44749450683594,51494000,161.16967987060548,152.16979202270508,44.55696467290892,170.0792578276658,158.52954039010763
2021-02-17,163.17999267578125,166.04550170898438,162.97500610351562,165.4320068359375,165.4320068359375,65950000,161.29158996582032,152.42544204711913,58.06747528944432,169.0521562609388,160.49604320195184
2021-02-18,164.12100219726562,166.89999389648438,163.69700622558594,166.4114990234375,166.4114990234375,60548000,161.45723999023437,152.67850204467774,59.32298015336975,169.20391103462458,160.66853769584418
2021-02-19,166.4114990234375,166.6750030517578,162.28750610351562,162.4949951171875,162.4949951171875,86104000,161.54914001464843,152.91152702331544,54.10050879801337,169.1919161938245,160.39508179201533
2021-02-22,160.406494140625,161.61599731445312,158.61300659179688,159.03700256347656,159.03700256347656,70314000,161.55259002685546,153.11889701843262,32.57834008601637,169.6126423619803,159.41690628303922
2021-02-23,156.35150146484375,160.2364959716797,154.67999267578125,159.72500610351562,159.72500610351562,93544000,161.64289001464843,153.3256195449829,29.01490043361781,169.79326399933845,158.7387855612084
2021-02-24,158.33749389648438,158.56149291992188,156.2689971923828,157.97650146484375,157.97650146484375,60226000,161.70093017578125,153.52059955596923,31.31778289203031,169.95455933261564,157.74449004482574
2021-02-25,156.83700561523438,158.91299438476562,152.38800048828125,152.85800170898438,152.85800170898438,90676000,161.64167022705078,153.68263957977294,22.24855833493639,171.21213130510787,155.60981846295854
2021-02-26,154.75999450683594,156.1219940185547,151.8350067138672,154.64649963378906,154.64649963378906,85518000,161.5776303100586,153.86663455963134,24.48621722513448,171.7662508781282,154.33224918290696
2021-03-01,156.39450073242188,157.47799682617188,154.89950561523438,157.3070068359375,157.3070068359375,54582000,161.55865051269532,154.0611895751953,33.383469343034704,171.91315908233975,153.88504190642976
2021-03-02,157.17349243164062,158.17599487304688,154.3560028076172,154.72650146484375,154.72650146484375,51916000,161.41222045898436,154.23760959625244,31.39640524215737,171.75968090380937,152.79677051220628
2021-03-03,154.0590057373047,155.38900756835938,149.75,150.25,150.25,79774000,161.18114044189454,154.38641460418702,27.89033456803672,171.69175722581733,150.98969419019832
2021-03-04,150.60000610351562,152.906494140625,147.27149963378906,148.8784942626953,148.8784942626953,109632000,160.95706024169922,154.52424205780028,27.76040645554906,172.03678195776675,148.96986934838557
2021-03-05,150.25,150.4499969482422,144.0500030517578,150.0229949951172,150.0229949951172,107772000,160.75134002685547,154.6620245361328,28.576522139808077,171.74228735124544,147.61166314924284
2021-03-08,150.75,153.22950744628906,147.5655059814453,147.59750366210938,147.59750366210938,83700000,160.49677001953125,154.7755270385742,26.922654808353258,171.27945167738758,146.0734993724171
2021-03-09,150.89950561523438,154.54800415039062,150.25750732421875,153.1425018310547,153.1425018310547,80600000,160.37434997558594,154.9295545578003,33.78757629594918,170.3450552208519,145.70744569467544
2021-03-10,154.92250061035156,155.822998046875,151.50250244140625,152.8820037841797,152.8820037841797,60250000,160.25929992675782,155.0847445678711,31.806640941598232,169.43815331742374,145.37754797652158
2021-03-11,155.20050048828125,156.58900451660156,154.14649963378906,155.67950439453125,155.67950439453125,55528000,160.08893005371092,155.25767707824707,40.550710018963734,168.57213726515434,145.37861499314644
2021-03-12,153.75,154.94900512695312,152.27499389648438,154.47450256347656,154.47450256347656,48438000,159.85641998291015,155.42745208740234,43.25283892181898,167.8177904342505,145.26976144563233
2021-03-15,153.72850036621094,154.11199951171875,151.60450744628906,154.08399963378906,154.08399963378906,58272000,159.65225006103515,155.59759708404542,41.58385728055569,166.82488392660505,145.28251811196915
2021-03-16,155.24850463867188,156.44549560546875,153.79299926757812,154.59300231933594,154.59300231933594,50776000,159.48718017578125,155.7599695968628,44.758086821425415,165.81554368219773,145.40640913762647
2021-03-17,153.66099548339844,158.65249633789062,153.51100158691406,156.7864990234375,156.7864990234375,62372000,159.43628021240235,155.92614208221437,56.692839287422586,164.30731009404195,146.05009194453226
2021-03-18,155.0500030517578,155.8314971923828,151.25,151.39950561523438,151.39950561523438,72992000,159.2457601928711,156.0650371170044,45.07239899685765,162.0045636796281,146.85163901812584
2021-03-19,151.4615020751953,153.864501953125,150.8314971923828,153.7480010986328,153.7480010986328,92508000,159.18234008789062,156.21417713165283,44.54725549814449,160.54779652064792,147.43370677525053
2021-03-22,153.3925018310547,156.32899475097656,153.00250244140625,155.5435028076172,155.5435028076172,58044000,159.13105010986328,156.37674465179444,51.28257704492984,159.9815431133591,147.65061020695342
2021-03-23,156.35000610351562,159.10000610351562,156.04249572753906,156.875,156.875,76346000,159.08585021972655,156.54036964416503,61.539806826457436,159.3785525184879,147.96860019147303
2021-03-24,157.552001953125,158.0155029296875,154.25750732421875,154.35350036621094,154.35350036621094,59180000,159.05871032714845,156.68112213134765,59.169334592676186,158.84106906318468,148.143783536913
2021-03-25,153.64950561523438,155.48899841308594,151.85699462890625,152.31300354003906,152.31300354003906,71270000,158.9841403198242,156.79247215270996,53.72347287941821,158.8329475554664,148.09740522773674
2021-03-26,152.2030029296875,152.83299255371094,149.8000030517578,152.60150146484375,152.60150146484375,66258000,158.87028045654296,156.89361717224122,58.74397279076985,158.7138320321386,148.01202093416998
2021-03-29,152.77200317382812,154.5625,151.42250061035156,153.7864990234375,153.7864990234375,54920000,158.81854034423827,157.02305965423585,51.32761123088953,158.21329141659825,148.16051076846034
2021-03-30,153.50050354003906,153.64999389648438,151.6999969482422,152.76449584960938,152.76449584960938,46752000,158.7695803833008,157.15062713623047,49.76512963465626,158.065005920675,148.11259570286018
2021-03-31,153.2030029296875,155.9665069580078,153.125,154.70399475097656,154.70399475097656,61878000,158.742900390625,157.28097709655762,47.98093716148144,158.14952080684844,148.47348029178437
2021-04-01,155.89700317382812,158.1219940185547,155.77749633789062,158.0500030517578,158.0500030517578,58806000,158.64052032470704,157.4174095916748,56.797919115658964,158.5774523957728,148.96269958176623
2021-04-05,158.64999389648438,161.79800415039062,158.06199645996094,161.3365020751953,161.3365020751953,66698000,158.56026031494142,157.56384712219239,62.42101301945863,159.89096772946723,148.78053495607966
2021-04-06,161.1875,162.36549377441406,160.8520050048828,161.1909942626953,161.1909942626953,50756000,158.49185028076172,157.70630706787108,61.44253303046149,160.4237676283729,149.60708411723255
2021-04-07,161.69000244140625,165.1804962158203,161.1824951171875,163.96949768066406,163.96949768066406,66924000,158.47724029541016,157.8574020385742,62.20933942038804,162.20183125661953,148.91172007394687
2021-04-08,165.5449981689453,166.22500610351562,164.60000610351562,164.96499633789062,164.96499633789062,56242000,158.45041015625,158.0037720489502,77.10441303263525,163.89063427179835,148.43121631413916
2021-04-09,165.23500061035156,168.61000061035156,164.44500732421875,168.61000061035156,168.61000061035156,86830000,158.59003021240235,158.15571952819823,78.23219364465783,166.3241139134834,147.29078629403617
2021-04-12,167.760498046875,169.7519989013672,167.5574951171875,168.96949768066406,168.96949768066406,65636000,158.7318002319336,158.31696701049805,76.97606912654886,168.4110566173226,146.65334310191568
2021-04-13,170.04249572753906,171.60000610351562,169.781494140625,170.0,170.0,66316000,158.92560028076173,158.4783219909668,76.69417517307642,170.40712709321696,146.24887266264244
2021-04-14,170.20199584960938,170.2064971923828,166.3000030517578,166.64999389648438,166.64999389648438,62904000,158.91572021484376,158.6383544921875,74.19376919543544,171.4215792254661,146.44011968810813
2021-04-15,168.5500030517578,169.85000610351562,167.60000610351562,168.95449829101562,168.95449829101562,64672000,158.91481018066406,158.81303199768067,82.40604443831685,172.7545464185962,146.32395242173584
2021-04-16,169.0,170.33999633789062,167.7794952392578,169.9720001220703,169.9720001220703,63720000,159.0017202758789,158.97318702697754,82.89177833393913,173.88349218829458,147.05225610272103
2021-04-19,169.51649475097656,171.79649353027344,168.00799560546875,168.60049438476562,168.60049438476562,54508000,159.04273010253905,159.0965145111084,77.8541901928921,174.70398515913269,147.71701246049622
2021-04-20,168.67999267578125,169.14950561523438,165.8000030517578,166.7344970703125,166.7344970703125,52460000,159.0252700805664,159.20761199951173,75.4592202210397,175.2020615107416,148.33803553515685
2021-04-21,165.8000030517578,168.14300537109375,165.1905059814453,168.1009979248047,168.1009979248047,44224000,159.06434997558594,159.28385696411132,74.935756741282,175.84008547583463,148.82261136254428
2021-04-22,168.58399963378906,168.64349365234375,165.07249450683594,165.45199584960938,165.45199584960938,51612000,159.06838989257812,159.36108695983887,64.14427895221473,175.9185565158613,149.85398987085748
2021-04-23,165.9550018310547,168.75,165.4250030517578,167.04400634765625,167.04400634765625,63856000,159.1226901245117,159.42602951049804,61.6615131749188,175.77436239567265,151.4712842718078
2021-04-26,167.39999389648438,171.42250061035156,166.5469970703125,170.4499969482422,170.4499969482422,97614000,159.26955993652345,159.48262199401856,66.69370094077073,175.8530921130074,153.17740410281294
2021-04-27,172.17349243164062,173.0,169.90049743652344,170.8715057373047,170.8715057373047,76542000,159.40928009033203,159.53697952270508,63.59999951893531,175.84551554695997,154.89348134024704
2021-04-28,171.74000549316406,174.49400329589844,171.25,172.9250030517578,172.9250030517578,92638000,159.59883026123046,159.62560455322264,65.05693248629723,175.5446871153814,157.21036049204048
2021-04-29,175.2550048828125,175.72250366210938,171.75,173.5655059814453,173.5655059814453,153648000,159.76150024414062,159.72243209838868,60.5757933375537,175.22507074562225,159.41612798484653
2021-04-30,176.25599670410156,177.6999969482422,173.125,173.37100219726562,173.37100219726562,140186000,159.9006903076172,159.8370696258545,59.460094096873995,175.1310190750155,161.04227957000404
2021-05-03,174.2364959716797,174.33250427246094,168.63499450683594,169.32449340820312,169.32449340820312,117510000,160.0372802734375,159.93371711730958,48.71476714263152,174.78537733441743,162.18672044390286
2021-05-04,167.8094940185547,168.3990020751953,163.60650634765625,165.593505859375,165.593505859375,108788000,160.16841033935546,160.02119216918945,48.01862840711895,174.18661216470957,163.2257367732787
2021-05-05,166.9429931640625,167.73500061035156,163.21800231933594,163.52699279785156,163.52699279785156,74226000,160.24445007324218,160.03961715698242,39.72939899874512,174.24794056674853,163.1201578829585
2021-05-06,163.5,165.72000122070312,162.36000061035156,165.31849670410156,165.31849670410156,88954000,160.39128997802734,160.08163711547851,41.44467535032362,174.21791197849902,163.18553650782908
2021-05-07,165.95449829101562,166.54449462890625,164.45350646972656,164.58050537109375,164.58050537109375,94206000,160.62574005126953,160.12956214904784,42.433109647444844,174.31671873120186,162.68378023120047
2021-05-10,164.11599731445312,164.14999389648438,159.5,159.52450561523438,159.52450561523438,116772000,160.72330017089843,160.18054718017578,37.88359777505854,175.08539069392288,160.9706090619365
2021-05-11,156.81399536132812,161.89999389648438,156.36849975585938,161.19549560546875,161.19549560546875,92396000,160.80106994628906,160.2342971801758,38.512850477371614,175.20355466989764,159.97199464650862
2021-05-12,159.25,160.39700317382812,156.65499877929688,157.5970001220703,157.5970001220703,98728000,160.8584799194336,160.25847969055175,37.33351377286764,175.96496442557566,158.3052855133892
2021-05-13,159.27349853515625,160.19200134277344,156.64999389648438,158.07350158691406,158.07350158691406,67018000,161.01494995117187,160.29876472473146,34.994887616904606,176.2507787635708,156.93137150498387
2021-05-14,159.2779998779297,161.4429931640625,159.14999389648438,161.14500427246094,161.14500427246094,66500000,161.2602801513672,160.3461072540283,34.25924396297873,175.96437758648614,156.33507309710762
2021-05-17,162.29649353027344,164.6374969482422,161.72950744628906,163.51950073242188,163.51950073242188,74478000,161.53021026611327,160.4007347869873,38.33385229044101,175.70626211644912,156.08508920191025
2021-05-18,164.62899780273438,165.60000610351562,161.51849365234375,161.61399841308594,161.61399841308594,56568000,161.81054016113282,160.41763481140137,31.967022487763586,175.6237886183519,155.65551283428482
2021-05-19,159.75,161.7375030517578,159.1999969482422,161.58999633789062,161.58999633789062,53594000,161.97949005126952,160.4476123046875,30.52477571259051,175.38454838096814,155.24365291297718
2021-05-20,162.22000122070312,162.98399353027344,161.8090057373047,162.38400268554688,162.38400268554688,52664000,162.16953002929688,160.47482482910155,32.47408026186018,175.3154192418648,155.00598273567425
2021-05-21,162.5,162.83450317382812,159.85049438476562,160.1540069580078,160.1540069580078,82098000,162.25902008056642,160.47433738708497,34.471798216082334,175.16748855437876,154.46491348419548
2021-05-24,160.77499389648438,162.8975067138672,160.52499389648438,162.24949645996094,162.24949645996094,48456000,162.4145199584961,160.47933486938476,44.00564552966502,174.46332202799715,154.34902996174895
2021-05-25,163.33349609375,163.99099731445312,160.68800354003906,162.95249938964844,162.95249938964844,65222000,162.59188995361328,160.50223236083986,48.91725467550424,173.60870734461938,154.4117440103611
2021-05-26,163.72950744628906,164.7864990234375,162.92550659179688,163.25799560546875,163.25799560546875,47680000,162.76518981933594,160.53148231506347,45.88615133962001,172.16024485889537,154.89350575145622
2021-05-27,162.8000030517578,163.01800537109375,161.5019989013672,161.5054931640625,161.5054931640625,51224000,162.85956970214843,160.56884231567383,44.09967348583154,170.17981620415108,155.66793312446222
